community,unit_price,hourseSize,fitment,总价
新世界鹿茵翠地,94991.0,76.85,简装,730.01
仙湖枫景家园,56124.0,80.18,简装,450.0
丹枫白露城东1号,39726.0,119.57,精装,475.0
四季御园,57615.0,84.18,毛坯,485.0
长丰苑,38229.0,44.47,精装,170.0
梧桐山新居,62783.0,24.37,简装,153.0
百仕达东郡,62235.0,80.02,简装,498.0
旭飞华达园,54681.0,22.86,简装,125.0
中威联实业有限公司工会宿舍,50007.0,73.59,精装,368.0
华裕花园,55535.0,52.94,简装,294.0
雍翠华府,67006.0,43.28,简装,290.0
大中华汇展阁,31827.0,43.36,简装,138.0
东门168,108447.0,19.18,精装,208.0
海珑华苑,33289.0,51.97,简装,173.0
靖轩豪苑,60824.0,69.71,精装,424.0
云景豪园,50045.0,67.94,简装,340.01
润唐山庄,50976.0,194.21,精装,990.0
阳光新干线家园,50930.0,39.27,简装,200.0
深业东岭,69471.0,70.39,毛坯,489.01
罗湖大厦,44755.0,40.89,毛坯,183.0
龙园山庄,39956.0,71.33,简装,285.01
万事达名苑,55992.0,67.51,精装,378.0
齐明别墅,80000.0,275.0,精装,2200.0
朗钜御风庭,53312.0,30.95,简装,165.0
嘉宝田花园,92432.0,143.89,精装,1330.0
润唐山庄,49730.0,180.98,简装,900.01
润唐山庄,46342.0,194.21,精装,900.01
航天晴山月,78054.0,87.76,精装,685.0
新天地名居,53148.0,38.76,简装,206.0
深业东岭,65867.0,145.75,精装,960.01
合正锦园,90417.0,107.06,精装,968.0
合正锦园,62937.0,73.09,简装,460.01
畔山花园,43041.0,116.17,简装,500.01
龙景花园,45684.0,91.28,精装,417.0
万科东方尊峪,52586.0,126.46,精装,665.0
大信大厦,35446.0,115.67,简装,410.0
金色都汇,85760.0,69.38,精装,595.0
佳宁娜广场,44685.0,107.42,精装,480.01
洪湖二街44号大院,51133.0,82.14,简装,420.01
新世界鹿茵翠地,89495.0,72.63,简装,650.0
源兴居,52185.0,92.94,简装,485.01
新港鸿花园,75797.0,195.26,简装,1480.01
鹏兴花园一期,55417.0,120.0,精装,665.0
四季御园,66884.0,88.96,精装,595.0
碧湖花园,43745.0,91.44,精装,400.0
同乐大厦,43013.0,104.62,简装,450.0
港莲二村,47402.0,87.55,简装,415.0
金色年华家园,63566.0,69.22,简装,440.0
云景梧桐花园,90008.0,87.77,精装,790.0
鹏兴花园二期,60271.0,124.44,精装,750.01
凯悦华庭,47439.0,68.51,简装,325.0
合正锦湖魅力城,92100.0,97.72,精装,900.0
翠榕花园,55148.0,68.0,简装,375.01
双城世纪,53612.0,72.0,精装,386.01
东悦名轩,60578.0,85.84,精装,520.0
新银座华庭,54120.0,66.15,精装,358.0
云景梧桐花园,89028.0,134.79,毛坯,1200.01
云峰花园,37255.0,102.0,简装,380.0
金鼎大厦,49343.0,42.56,简装,210.0
百仕达花园一期,64314.0,136.83,简装,880.01
丰湖花园,44259.0,39.54,精装,175.0
锦上花家园,53261.0,87.87,简装,468.0
庐山花园,37343.0,91.05,精装,340.01
聚福花园,49746.0,90.46,简装,450.0
泰和花园,64552.0,72.5,简装,468.0
今日家园,73943.0,67.62,简装,500.0
四季御园,62555.0,79.93,精装,500.0
松泉山庄,46135.0,94.29,精装,435.01
金源大厦,40615.0,78.79,精装,320.01
凯悦华庭,51577.0,67.86,简装,350.0
嘉年华名苑,76605.0,79.63,精装,610.01
金城华庭,86509.0,94.21,精装,815.0
环岛丽园,82682.0,90.71,简装,750.01
万事达名苑,57307.0,45.37,精装,260.0
百仕达花园一期,67378.0,163.26,精装,1100.01
东门168,61147.0,78.5,精装,480.0
立新花园,45178.0,81.9,简装,370.01
宝丽大厦,44668.0,89.55,简装,400.0
嘉年华名苑,85385.0,79.64,精装,680.01
航天晴山月,76924.0,89.7,精装,690.01
鹏兴花园二期,62691.0,124.42,精装,780.0
鹏兴花园五期,59148.0,72.7,精装,430.01
云景豪园,49020.0,71.4,精装,350.0
桂花大厦,41565.0,98.16,精装,408.0
四季御园,67869.0,89.88,精装,610.01
四季御园,60940.0,85.33,毛坯,520.0
环岛丽园,73281.0,77.51,简装,568.0
万事达名苑,51444.0,120.52,精装,620.0
海珑华苑,51314.0,88.67,精装,455.0
东门天下,64899.0,89.37,精装,580.0
泰和花园,64455.0,72.92,精装,470.01
云峰花园,39807.0,105.51,精装,420.0
福德花园,53342.0,81.55,精装,435.0
南洋大厦,42410.0,44.33,精装,188.0
深业东岭,69906.0,85.83,精装,600.0
名骏豪庭,56706.0,70.54,精装,400.0
合正荣悦,92925.0,106.0,精装,985.0
鹏兴花园五期,62137.0,74.03,简装,460.0
仙湖枫景家园,56498.0,80.18,简装,453.0
百仕达花园一期,58677.0,103.96,精装,610.01
国际名园,50816.0,52.74,精装,268.0
罗湖金岸大厦,47730.0,85.9,精装,410.0
兰亭国际名园,51393.0,107.02,精装,550.01
港澳8号,46522.0,49.01,精装,228.0
云峰花园,41761.0,88.6,精装,370.0
百仕达东郡,95758.0,104.43,简装,1000.0
雍翠豪园,54028.0,61.08,精装,330.0
东乐花园,35681.0,126.12,精装,450.01
鹏兴花园一期,51051.0,101.86,精装,520.01
兰亭国际名园,64976.0,160.06,精装,1040.01
日豪名园,37454.0,149.52,简装,560.01
中海天钻,95249.0,94.49,毛坯,900.01
美景大厦,47117.0,53.06,精装,250.0
源兴居,54207.0,92.24,简装,500.01
南洋大厦,41339.0,50.8,简装,210.0
深业东岭,66333.0,79.9,精装,530.0
鹏兴花园六期,67628.0,90.2,简装,610.0
华隆园,58400.0,40.24,简装,235.0
四季御园,64361.0,124.3,精装,800.01
源兴居,54365.0,53.16,精装,289.0
合正锦湖魅力城,69268.0,165.3,其他,1145.0
湖景花园,55284.0,87.73,精装,485.01
幸福万象,60877.0,49.28,其他,300.0
惠名花园,49269.0,62.92,其他,310.0
海富花园,47560.0,72.54,精装,345.0
龙园山庄,43098.0,68.45,其他,295.01
金贝苑,72626.0,103.27,其他,750.01
虹桥星座大厦,61449.0,42.8,简装,263.0
新银座华庭,55028.0,39.98,其他,220.0
置地逸轩,63433.0,58.33,其他,370.0
金丽豪苑,98556.0,58.85,其他,580.0
世界金融中心,54605.0,49.08,其他,268.0
联城美园,54845.0,38.29,其他,210.0
玉雅居,55844.0,61.78,精装,345.0
云景豪园,48053.0,70.34,简装,338.0
中航凯特公寓,37354.0,28.11,简装,105.0
鸿翔花园,45730.0,34.77,简装,159.0
海珑华苑,53457.0,71.46,精装,382.0
都市名园,71502.0,264.05,精装,1888.01
怡都大厦,36163.0,94.02,精装,340.0
罗湖金岸大厦,55879.0,85.9,精装,480.0
祥和花园,50088.0,96.83,简装,485.0
大澎花园,49172.0,96.6,简装,475.0
万科东方尊峪,66839.0,124.18,精装,830.01
聚宝综合楼,47369.0,85.5,简装,405.0
山湖居,93911.0,136.3,精装,1280.01
合正荣悦,152188.0,157.7,精装,2400.0
合正锦园,60922.0,124.75,精装,760.0
南海中心,67407.0,121.65,精装,820.01
集浩花园,48855.0,139.19,精装,680.01
金鼎大厦,46163.0,51.99,精装,240.0
鹏兴花园二期,63927.0,123.58,精装,790.01
万事达名苑,53422.0,69.26,精装,370.0
新天地名居,68827.0,84.27,精装,580.01
中信星光名庭,74958.0,146.75,精装,1100.01
鸿翔花园,79741.0,175.57,精装,1400.01
百仕达乐湖,80994.0,185.2,精装,1500.01
万事达名苑,54307.0,92.07,简装,500.0
百仕达花园二期,58493.0,174.38,简装,1020.0
天越翔园,56516.0,45.12,简装,255.0
汇鑫花园,51131.0,92.9,简装,475.01
兰亭国际名园,63707.0,160.11,精装,1020.01
万事达名苑,50286.0,175.0,精装,880.0
新港鸿花园,53227.0,122.12,简装,650.01
百仕达花园一期,65944.0,110.7,简装,730.0
四季御园,70853.0,75.65,精装,536.0
山湖居,51718.0,81.21,简装,420.0
祥和花园,54433.0,97.0,精装,528.0
四季御园,60628.0,84.12,毛坯,510.0
万科东方尊峪,60280.0,124.42,精装,750.0
长丰苑,43268.0,47.38,简装,205.0
耀华楼,58056.0,89.57,精装,520.01
兰亭国际名园,60083.0,133.15,毛坯,800.01
新世界鹿茵翠地,64697.0,89.65,精装,580.01
银座金钻,47429.0,37.53,简装,178.0
鹏兴花园六期,64259.0,77.5,精装,498.01
深业东岭,79629.0,135.63,毛坯,1080.01
金城大厦,44403.0,37.16,简装,165.0
华丽花园,53335.0,104.06,精装,555.0
翡翠公寓,60403.0,59.6,精装,360.0
峰景台大厦,56201.0,163.7,精装,920.01
金泰名苑,49452.0,130.43,精装,645.0
百仕达花园二期,71666.0,132.56,简装,950.0
双御雅轩,77291.0,87.98,简装,680.01
松泉山庄,44014.0,94.29,简装,415.01
东乐花园,36474.0,126.12,简装,460.01
百仕达花园一期,64558.0,123.92,简装,800.0
新港鸿花园,65302.0,168.45,精装,1100.01
桂花大厦,39977.0,100.06,精装,400.01
新港鸿花园,50823.0,100.35,精装,510.01
深华商业大厦,41867.0,100.32,精装,420.01
御庭轩罗湖,100268.0,59.84,精装,600.0
桐景花园,49610.0,80.63,精装,400.01
鹏兴花园五期,66034.0,72.69,简装,480.0
祥和花园,51695.0,87.05,精装,450.0
新港鸿花园,50626.0,96.79,精装,490.01
东安花园,51465.0,87.05,精装,448.0
万科东方尊峪,58680.0,86.06,精装,505.0
翡翠公寓,58754.0,33.7,简装,198.0
双城世纪,49717.0,72.41,简装,360.0
联城美园,56358.0,36.02,简装,203.0
港澳8号,44598.0,66.82,精装,298.0
深业东岭,73310.0,70.25,简装,515.0
四季御园,58222.0,49.81,毛坯,290.0
萃峰阁,40101.0,179.55,简装,720.01
深业东岭,73766.0,124.72,毛坯,920.01
银谷别墅,74812.0,145.7,简装,1090.01
城市东座,61130.0,27.81,精装,170.0
宝龙苑,48653.0,89.41,精装,435.01
深业东岭,71429.0,112.0,精装,800.0
百仕达花园一期,64327.0,163.23,简装,1050.01
鹏兴花园六期,63317.0,73.44,简装,465.0
港莲二村,48064.0,69.7,简装,335.01
京基东方都会,58272.0,35.18,精装,205.0
海丽大厦,56284.0,75.51,精装,425.0
福德花园,51508.0,79.6,简装,410.0
百仕达花园一期,69141.0,112.09,精装,775.0
万科东方尊峪,60550.0,85.88,精装,520.0
合正锦园,61988.0,97.6,简装,605.0
百仕达花园一期,76793.0,135.43,精装,1040.01
和平广场,78396.0,162.0,精装,1270.02
罗湖金岸大厦,45402.0,85.9,精装,390.0
维富大厦,43752.0,73.14,精装,320.0
雍翠华府,97794.0,75.67,简装,740.01
雍翠豪园,64064.0,262.24,精装,1680.01
源兴居,50319.0,102.15,精装,514.01
金鼎大厦,57126.0,168.05,精装,960.0
万事达名苑,53025.0,133.9,精装,710.0
兰亭国际名园,55887.0,107.36,精装,600.0
名仕阁,55929.0,53.64,简装,300.0
鸿基花园,46141.0,104.03,简装,480.0
百仕达花园一期,94683.0,190.11,精装,1800.02
湖景花园,53927.0,101.99,简装,550.0
新港鸿花园,44743.0,80.46,简装,360.0
百仕达花园一期,90338.0,254.6,简装,2300.01
百仕达花园一期,73009.0,232.85,精装,1700.01
松泉山庄,41886.0,93.11,简装,390.0
万科东方尊峪,66300.0,174.21,精装,1155.01
新港鸿花园,56747.0,149.79,精装,850.01
惠名花园,43368.0,89.93,精装,390.01
聚龙大厦,58032.0,134.41,精装,780.01
百仕达花园二期,65093.0,132.12,精装,860.01
鸿业苑三期,73955.0,216.35,精装,1600.02
新世界鹿茵翠地,100041.0,74.97,简装,750.01
新天地名居,74747.0,112.38,精装,840.01
长丰苑,52763.0,208.48,简装,1100.0
百仕达花园一期,84509.0,307.66,简装,2600.0
航天晴山月,69474.0,165.53,精装,1150.0
航天晴山月,83613.0,89.7,简装,750.01
金色都汇,64693.0,69.56,精装,450.0
华丽花园,54803.0,88.5,精装,485.01
宝湖名园,47886.0,123.21,精装,590.0
东安花园,51121.0,87.05,精装,445.01
都市名园,51711.0,77.16,精装,399.0
龙园山庄,56280.0,140.37,精装,790.0
港澳8号,44891.0,66.83,简装,300.01
阳光绿地家园,58197.0,111.69,精装,650.0
怡泰大厦,54026.0,96.25,简装,520.0
泰宁花园,51997.0,150.01,精装,780.01
百仕达花园一期,72040.0,111.05,精装,800.0
兰亭国际名园,51376.0,132.36,精装,680.01
深业东岭,74091.0,87.73,精装,650.0
金色年华家园,62383.0,68.93,简装,430.01
西湖小区,57678.0,78.02,简装,450.0
中山花园大厦,46714.0,209.79,简装,980.01
聚福花园,44267.0,116.34,精装,515.0
万科彩园,58514.0,239.09,精装,1399.01
世界金融中心,59051.0,46.57,精装,275.0
田心庆云花园,58654.0,113.89,简装,668.01
鸿业苑三期,74867.0,187.0,精装,1400.01
金色都汇,56494.0,69.92,精装,395.01
东湖豪庭,74898.0,170.9,精装,1280.01
云景梧桐花园,97806.0,163.59,简装,1600.01
淘金山一期,81045.0,171.51,毛坯,1390.0
长丰苑,47227.0,92.11,简装,435.01
佳米基尚领公苑,71453.0,88.17,精装,630.0
锦花大厦,41814.0,107.62,精装,450.0
旭飞华达园,47536.0,56.8,简装,270.0
合正锦园,61905.0,126.0,精装,780.0
兰亭国际名园,65061.0,150.63,精装,980.01
中信星光名庭,65253.0,245.2,简装,1600.0
都市名园,59993.0,191.69,精装,1150.01
华丽东村,56401.0,99.29,简装,560.01
四季御园,59545.0,87.33,精装,520.01
锦上花家园,50534.0,88.06,精装,445.0
兰亭国际名园,57479.0,160.06,精装,920.01
金鼎大厦,49278.0,74.07,精装,365.0
山湖居,76132.0,115.59,精装,880.01
东方凤雅台,55838.0,197.0,精装,1100.01
彩世界家园,51806.0,67.56,精装,350.0
东湖丽苑,58589.0,69.98,精装,410.01
环岛丽园,77028.0,88.28,精装,680.0
汇鑫花园,87408.0,135.0,精装,1180.01
深华商业大厦,47408.0,81.21,精装,385.0
金祥都市花园,38850.0,159.59,精装,620.01
百仕达乐湖,86279.0,162.15,精装,1399.01
港逸豪庭,51658.0,106.47,精装,550.0
鹏兴花园一期,51987.0,101.95,精装,530.01
新银座华庭,65708.0,63.92,精装,420.01
百仕达花园一期,73503.0,163.26,精装,1200.01
鹏兴花园三期,64923.0,260.31,精装,1690.01
新天地名居,79519.0,144.62,精装,1150.0
文华花园,49737.0,100.53,简装,500.01
峰景台大厦,45086.0,166.35,精装,750.01
文华花园,44893.0,118.06,精装,530.01
百仕达东郡,113357.0,101.45,精装,1150.01
瑞丰大厦,40716.0,105.61,精装,430.0
金城华庭,81888.0,51.29,简装,420.0
兰亭国际名园,54039.0,107.33,精装,580.0
电信宿舍,60098.0,88.19,简装,530.0
润唐山庄,51833.0,250.81,精装,1300.02
畔山花园,45223.0,121.62,简装,550.0
电信宿舍,51066.0,90.08,简装,460.0
华清园,43052.0,74.33,简装,320.01
今日家园,59149.0,101.44,精装,600.01
万科东方尊峪,66022.0,181.76,精装,1200.02
华裕花园,53570.0,108.27,精装,580.0
海富花园,46040.0,84.71,精装,390.0
联城美园,68750.0,80.0,精装,550.0
松源大厦,55851.0,107.43,简装,600.01
中航凯特公寓,36830.0,33.94,精装,125.0
罗湖金岸大厦,51133.0,27.38,简装,140.0
红桂皇冠,47531.0,26.93,简装,128.0
源兴居,50906.0,102.15,简装,520.0
高嘉大厦,34590.0,112.75,简装,390.0
金鼎大厦,53602.0,76.49,精装,410.0
曦龙山庄,56236.0,142.26,简装,800.01
新港鸿花园,58924.0,117.1,简装,690.0
东门天下,57307.0,66.31,精装,380.0
宝龙苑,57683.0,95.35,简装,550.01
云景豪园,52346.0,97.43,精装,510.01
合正锦湖魅力城,63855.0,43.85,精装,280.0
曦龙山庄,60607.0,198.0,精装,1200.02
祥和花园,48718.0,78.0,精装,380.0
英达花园,38774.0,82.53,精装,320.0
东方凤雅台,54595.0,70.52,精装,385.0
东方凤雅台,53051.0,41.47,简装,220.0
华丽西村,60381.0,99.37,简装,600.01
兴隆大厦,38281.0,70.01,简装,268.01
长丰苑,39949.0,46.31,简装,185.0
罗湖金岸大厦,42395.0,42.93,简装,182.0
东门168,69118.0,31.83,精装,220.0
高标住宅小区,68375.0,93.31,简装,638.01
梧桐山新居,55601.0,86.33,简装,480.0
合正锦湖魅力城,81558.0,38.01,精装,310.0
公路局宿舍,52246.0,76.37,简装,399.0
汇鑫花园,55754.0,64.57,精装,360.0
双城世纪,53430.0,62.7,简装,335.01
金色年华家园,62285.0,61.01,简装,380.0
百仕达花园一期,61667.0,119.19,精装,735.01
翡翠公寓,71217.0,33.7,精装,240.0
万事达名苑,59738.0,92.07,简装,550.01
百仕达东郡,120115.0,114.89,简装,1380.0
德兴大厦,53352.0,44.61,简装,238.0
金景花园,46097.0,99.79,简装,460.0
新港鸿花园,54154.0,168.04,简装,910.0
罗湖金岸大厦,39890.0,61.42,精装,245.0
万科东方尊峪,56819.0,126.72,精装,720.01
地王大厦信兴广场,45212.0,144.83,简装,654.81
富达花园,49593.0,90.74,精装,450.01
龙园山庄,37989.0,110.56,简装,420.01
丹枫白露城东1号,46029.0,93.42,简装,430.0
万科东方尊峪,55380.0,91.73,精装,508.0
万科东方尊峪,55242.0,91.96,精装,508.01
万科深南道68號,73256.0,88.73,精装,650.0
怡泰大厦,52523.0,53.31,简装,280.0
新天地名居,69291.0,54.12,简装,375.0
华民大厦,28425.0,109.06,简装,310.0
龙园山庄,41125.0,106.75,其他,439.01
源兴居,46319.0,123.06,精装,570.0
蕙兰雅居,60869.0,73.93,精装,450.0
兴隆大厦,40715.0,70.0,简装,285.0
金碧苑,66833.0,157.11,简装,1050.01
湖心大厦,45906.0,54.46,简装,250.0
泰宁花园,48507.0,103.08,精装,500.01
敦信大厦,46141.0,47.68,简装,220.0
金鼎大厦,52295.0,76.49,简装,400.0
旺业豪苑,54426.0,77.17,精装,420.01
湖滨新村,59348.0,64.03,简装,380.01
泰宁花园,54511.0,66.96,简装,365.01
乐华楼,77258.0,62.13,简装,480.0
集浩花园,63770.0,67.43,毛坯,430.0
雍翠豪园,54310.0,42.35,精装,230.0
铂金时代罗湖,52346.0,58.84,精装,308.0
湖景花园,53927.0,101.99,简装,550.0
华隆园,59355.0,42.12,其他,250.0
金城华庭,80770.0,39.0,其他,315.0
中华花园,40315.0,94.26,其他,380.01
百仕达花园二期,63792.0,164.6,其他,1050.02
振华苑,45225.0,51.3,其他,232.0
旺业豪苑,52346.0,51.58,精装,270.0
地王大厦信兴广场,46561.0,189.0,其他,880.0
东方凤雅台,61718.0,56.71,简装,350.0
东门天下,61717.0,50.23,其他,310.0
华商时代公寓,36255.0,63.44,简装,230.0
天景花园,57081.0,101.61,简装,580.0
翡翠公寓,67363.0,59.38,精装,400.0
中航凯特公寓,33947.0,35.35,精装,120.0
玉雅居,55569.0,42.29,精装,235.0
港岛银座,51424.0,36.17,简装,186.0
东门金座,53505.0,37.38,简装,200.0
万事达名苑,58327.0,68.58,简装,400.01
金鼎大厦,55769.0,62.76,精装,350.01
京基一百大厦,80420.0,57.2,精装,460.0
雅仕居,53615.0,54.09,简装,290.0
朗钜御风庭,53977.0,45.39,精装,245.0
立新花园,52683.0,51.25,精装,270.0
置地逸轩,57233.0,38.44,简装,220.0
合正锦湖魅力城,69660.0,64.6,精装,450.0
百仕达东郡,64603.0,82.04,精装,530.0
旺业豪苑,56456.0,40.74,精装,230.0
翠拥华庭,56236.0,50.68,精装,285.0
梧桐山新居,53678.0,38.75,精装,208.0
锦上花家园,53531.0,39.23,简装,210.0
新港鸿花园,53757.0,79.99,简装,430.0
翠盈嘉园,56841.0,75.65,精装,430.0
长丰苑,40727.0,77.59,精装,316.0
怡泰大厦,44123.0,67.54,简装,298.01
文锦大厦,43263.0,70.5,简装,305.0
蓝馨苑,89708.0,28.76,精装,258.0
蓝馨苑,93881.0,28.76,简装,270.0
瑞丰大厦,31500.0,71.43,简装,225.0
太阳新城,53147.0,97.09,简装,516.0
耀华楼,50008.0,63.99,简装,320.0
乐扬枫景,59279.0,45.21,简装,268.0
丰湖花园,44253.0,39.32,简装,174.0
旭飞华达园,49678.0,40.26,简装,200.0
聚龙大厦,68442.0,39.45,精装,270.0
百仕达乐湖,65345.0,87.23,精装,570.0
金城华庭,75628.0,64.13,精装,485.0
乐扬枫景,69357.0,55.51,简装,385.0
港逸豪庭,43846.0,91.23,简装,400.01
华清园,45349.0,68.36,精装,310.01
嘉宝田花园,65842.0,63.03,简装,415.0
国际名园,46663.0,49.29,精装,230.0
凤凰印象,72081.0,62.43,简装,450.0
旺业豪苑,54351.0,220.79,精装,1200.02
庐山花园,37211.0,57.78,精装,215.01
山湖居,54654.0,64.04,精装,350.0
汇泰大厦,58031.0,58.59,精装,340.0
京基东方华都,75548.0,39.71,精装,300.0
世界金融中心,59924.0,49.73,精装,298.0
华达园公寓,42720.0,28.09,简装,120.0
和平广场,60443.0,62.87,简装,380.01
雍翠豪园,71233.0,262.24,精装,1868.01
长丰苑,38057.0,38.89,精装,148.0
百仕达东郡,78016.0,78.83,精装,615.0
汇泰大厦,61134.0,58.56,精装,358.0
钻石时代,70019.0,26.85,简装,188.0
桐景花园,45721.0,78.74,简装,360.01
怡泰大厦,49049.0,67.28,简装,330.0
深业东岭,70549.0,61.66,精装,435.01
翠榕花园,45410.0,80.38,简装,365.01
金色都汇,55713.0,67.31,精装,375.0
碧岭华庭,55758.0,66.18,简装,369.01
庐山花园,36596.0,57.93,精装,212.0
东门168,75634.0,26.84,精装,203.0
南塘物业小区,45020.0,52.2,精装,235.0
东门168,91241.0,19.18,精装,175.0
东门168,69812.0,53.0,精装,370.0
旭飞华达园,49491.0,33.34,简装,165.0
万科东方尊峪,61510.0,126.81,精装,780.01
洪湖东岸,74682.0,96.41,精装,720.01
东门168,91241.0,19.18,精装,175.0
阳光新干线家园,48218.0,38.99,简装,188.0
东门168,91424.0,22.97,精装,210.0
维富大厦,46790.0,100.45,精装,470.01
深业东岭,72598.0,70.25,简装,510.0
东门天下,64697.0,66.31,简装,429.01
金丽豪苑,74802.0,106.95,精装,800.01
